Price,Adj Close,Close,High,Low,Open,Volume
2024-10-17 12:17 PM,2693.800048828125,2693.800048828125,2694.39990234375,2693.0,2693.89990234375,0
2024-10-17 12:18 PM,2693.89990234375,2693.89990234375,2694.699951171875,2693.5,2693.699951171875,332
2024-10-17 12:19 PM,2695.0,2695.0,2695.199951171875,2693.699951171875,2693.89990234375,254
2024-10-17 12:20 PM,2696.39990234375,2696.39990234375,2696.89990234375,2694.60009765625,2694.89990234375,707
2024-10-17 12:21 PM,2697.199951171875,2697.199951171875,2697.199951171875,2695.89990234375,2696.39990234375,232
2024-10-17 12:22 PM,2695.5,2695.5,2697.0,2695.300048828125,2696.89990234375,272
2024-10-17 12:23 PM,2696.0,2696.0,2696.300048828125,2695.199951171875,2695.5,336
2024-10-17 12:24 PM,2695.10009765625,2695.10009765625,2695.89990234375,2694.699951171875,2695.89990234375,163
2024-10-17 12:25 PM,2695.10009765625,2695.10009765625,2696.0,2694.800048828125,2695.0,221
2024-10-17 12:26 PM,2695.39990234375,2695.39990234375,2695.5,2694.89990234375,2695.199951171875,135
2024-10-17 12:27 PM,2696.39990234375,2696.39990234375,2696.39990234375,2695.5,2695.5,79
2024-10-17 12:28 PM,2695.89990234375,2695.89990234375,2696.39990234375,2695.60009765625,2696.300048828125,101
2024-10-17 12:29 PM,2695.10009765625,2695.10009765625,2696.0,2695.10009765625,2695.699951171875,89
2024-10-17 12:30 PM,2691.199951171875,2691.199951171875,2694.89990234375,2689.199951171875,2694.89990234375,2046
2024-10-17 12:31 PM,2689.300048828125,2689.300048828125,2691.699951171875,2688.699951171875,2691.300048828125,1214
2024-10-17 12:32 PM,2690.0,2690.0,2691.199951171875,2689.10009765625,2689.199951171875,880
2024-10-17 12:33 PM,2691.89990234375,2691.89990234375,2692.39990234375,2689.39990234375,2689.89990234375,774
2024-10-17 12:34 PM,2691.89990234375,2691.89990234375,2693.699951171875,2691.60009765625,2692.0,459
2024-10-17 12:35 PM,2692.5,2692.5,2693.5,2691.0,2691.699951171875,415
2024-10-17 12:36 PM,2690.5,2690.5,2693.39990234375,2690.5,2692.39990234375,583
2024-10-17 12:37 PM,2691.300048828125,2691.300048828125,2692.60009765625,2690.10009765625,2690.60009765625,630
2024-10-17 12:38 PM,2690.699951171875,2690.699951171875,2691.800048828125,2690.0,2691.10009765625,452
2024-10-17 12:39 PM,2689.800048828125,2689.800048828125,2690.800048828125,2688.699951171875,2690.800048828125,625
2024-10-17 12:40 PM,2691.60009765625,2691.60009765625,2691.60009765625,2688.199951171875,2689.699951171875,557
2024-10-17 12:41 PM,2692.89990234375,2692.89990234375,2693.5,2691.199951171875,2691.5,591
2024-10-17 12:42 PM,2691.800048828125,2691.800048828125,2693.199951171875,2691.39990234375,2692.800048828125,381
2024-10-17 12:43 PM,2692.60009765625,2692.60009765625,2693.10009765625,2691.5,2691.89990234375,157
2024-10-17 12:44 PM,2691.60009765625,2691.60009765625,2693.39990234375,2691.300048828125,2692.60009765625,226
2024-10-17 12:45 PM,2692.800048828125,2692.800048828125,2692.89990234375,2691.199951171875,2691.60009765625,224
2024-10-17 12:46 PM,2692.39990234375,2692.39990234375,2693.699951171875,2692.39990234375,2692.699951171875,246
2024-10-17 12:47 PM,2693.5,2693.5,2693.699951171875,2692.0,2692.5,161
2024-10-17 12:48 PM,2693.699951171875,2693.699951171875,2694.0,2692.5,2693.5,212
2024-10-17 12:49 PM,2693.300048828125,2693.300048828125,2693.699951171875,2693.0,2693.5,127
2024-10-17 12:50 PM,2694.10009765625,2694.10009765625,2694.300048828125,2693.199951171875,2693.39990234375,184
2024-10-17 12:51 PM,2694.300048828125,2694.300048828125,2694.60009765625,2694.199951171875,2694.199951171875,291
2024-10-17 12:52 PM,2694.800048828125,2694.800048828125,2695.199951171875,2693.89990234375,2694.300048828125,314
2024-10-17 12:53 PM,2694.60009765625,2694.60009765625,2695.10009765625,2694.300048828125,2694.800048828125,167
2024-10-17 12:54 PM,2695.5,2695.5,2695.60009765625,2694.300048828125,2694.699951171875,166
2024-10-17 12:55 PM,2695.89990234375,2695.89990234375,2696.800048828125,2695.300048828125,2695.39990234375,1015
2024-10-17 12:56 PM,2696.10009765625,2696.10009765625,2696.5,2695.300048828125,2695.89990234375,334
2024-10-17 12:57 PM,2696.39990234375,2696.39990234375,2696.89990234375,2695.699951171875,2696.10009765625,248
2024-10-17 12:58 PM,2696.60009765625,2696.60009765625,2697.0,2696.0,2696.39990234375,271
2024-10-17 12:59 PM,2695.800048828125,2695.800048828125,2696.60009765625,2695.0,2696.60009765625,191
2024-10-17 01:00 PM,2695.0,2695.0,2696.800048828125,2694.5,2695.800048828125,414
2024-10-17 01:01 PM,2694.0,2694.0,2695.199951171875,2693.10009765625,2695.0,422
2024-10-17 01:02 PM,2693.89990234375,2693.89990234375,2694.199951171875,2693.300048828125,2694.0,369
2024-10-17 01:03 PM,2694.0,2694.0,2694.39990234375,2693.0,2693.60009765625,333
2024-10-17 01:04 PM,2694.800048828125,2694.800048828125,2695.199951171875,2693.5,2694.10009765625,308
2024-10-17 01:05 PM,2695.800048828125,2695.800048828125,2696.10009765625,2694.60009765625,2694.800048828125,298
2024-10-17 01:06 PM,2697.0,2697.0,2697.300048828125,2695.800048828125,2695.800048828125,431
2024-10-17 01:07 PM,2697.10009765625,2697.10009765625,2697.699951171875,2696.60009765625,2697.0,307
2024-10-17 01:08 PM,2697.39990234375,2697.39990234375,2697.60009765625,2695.89990234375,2697.199951171875,423
2024-10-17 01:09 PM,2697.5,2697.5,2698.199951171875,2697.199951171875,2697.39990234375,222
2024-10-17 01:10 PM,2697.39990234375,2697.39990234375,2698.699951171875,2697.300048828125,2697.60009765625,288
2024-10-17 01:11 PM,2698.10009765625,2698.10009765625,2698.5,2697.199951171875,2697.5,191
2024-10-17 01:12 PM,2698.5,2698.5,2698.5,2697.89990234375,2698.10009765625,174
2024-10-17 01:13 PM,2697.10009765625,2697.10009765625,2698.39990234375,2697.10009765625,2698.39990234375,253
2024-10-17 01:14 PM,2697.800048828125,2697.800048828125,2698.0,2696.199951171875,2697.300048828125,305
2024-10-17 01:15 PM,2699.199951171875,2699.199951171875,2699.300048828125,2697.699951171875,2697.800048828125,333
2024-10-17 01:16 PM,2699.89990234375,2699.89990234375,2701.199951171875,2698.699951171875,2699.199951171875,1154
2024-10-17 01:17 PM,2700.5,2700.5,2700.89990234375,2700.0,2700.0,252
2024-10-17 01:18 PM,2699.199951171875,2699.199951171875,2700.39990234375,2698.800048828125,2700.300048828125,360
2024-10-17 01:19 PM,2699.0,2699.0,2699.89990234375,2698.89990234375,2699.300048828125,169
2024-10-17 01:20 PM,2699.60009765625,2699.60009765625,2699.699951171875,2698.699951171875,2699.0,129
2024-10-17 01:21 PM,2699.60009765625,2699.60009765625,2700.10009765625,2699.300048828125,2699.5,130
2024-10-17 01:22 PM,2700.800048828125,2700.800048828125,2700.89990234375,2698.89990234375,2699.39990234375,196
2024-10-17 01:23 PM,2700.89990234375,2700.89990234375,2701.5,2700.300048828125,2700.800048828125,293
2024-10-17 01:24 PM,2701.300048828125,2701.300048828125,2701.60009765625,2700.800048828125,2700.800048828125,360
2024-10-17 01:25 PM,2700.10009765625,2700.10009765625,2701.5,2700.10009765625,2701.199951171875,203
2024-10-17 01:26 PM,2698.699951171875,2698.699951171875,2700.199951171875,2698.300048828125,2700.10009765625,1021
2024-10-17 01:27 PM,2697.699951171875,2697.699951171875,2698.699951171875,2696.89990234375,2698.699951171875,458
2024-10-17 01:28 PM,2699.199951171875,2699.199951171875,2699.300048828125,2697.5,2697.699951171875,143
2024-10-17 01:29 PM,2698.5,2698.5,2699.699951171875,2697.800048828125,2699.300048828125,250
2024-10-17 01:30 PM,2699.199951171875,2699.199951171875,2699.39990234375,2697.699951171875,2698.199951171875,284
2024-10-17 01:31 PM,2700.300048828125,2700.300048828125,2700.699951171875,2699.10009765625,2699.199951171875,360
2024-10-17 01:32 PM,2698.60009765625,2698.60009765625,2700.800048828125,2698.60009765625,2700.199951171875,309
2024-10-17 01:33 PM,2698.800048828125,2698.800048828125,2699.5,2697.5,2698.699951171875,517
2024-10-17 01:34 PM,2698.699951171875,2698.699951171875,2698.699951171875,2697.10009765625,2698.60009765625,358
2024-10-17 01:35 PM,2697.39990234375,2697.39990234375,2698.800048828125,2696.89990234375,2698.60009765625,1133
